SystemCodeNumber,LastUpdated,PM10
linkoping,2018-09-19 12:15:00,29.186000
linkoping,2018-09-19 12:00:00,28.693000
linkoping,2018-09-19 11:45:00,27.119000
linkoping,2018-09-19 11:30:00,29.733000
linkoping,2018-09-19 11:15:00,23.639000
linkoping,2018-09-19 11:00:00,22.566000
linkoping,2018-09-19 10:45:00,23.919000
linkoping,2018-09-19 10:30:00,22.419000
linkoping,2018-09-19 10:15:00,24.639000
linkoping,2018-09-19 10:00:00,31.199000
linkoping,2018-09-19 09:45:00,46.986000
linkoping,2018-09-19 09:30:00,22.399000
linkoping,2018-09-19 09:15:00,22.013000
linkoping,2018-09-19 09:00:00,20.913000
linkoping,2018-09-19 08:45:00,22.159000
linkoping,2018-09-19 08:30:00,39.833000
linkoping,2018-09-19 08:15:00,19.273000
linkoping,2018-09-19 08:00:00,19.426000
linkoping,2018-09-19 07:45:00,16.206000
linkoping,2018-09-19 07:30:00,14.399000
linkoping,2018-09-19 07:15:00,16.179000
linkoping,2018-09-19 07:00:00,22.039000
linkoping,2018-09-19 06:45:00,23.839000
linkoping,2018-09-19 06:30:00,22.586000
linkoping,2018-09-19 06:15:00,24.406000
linkoping,2018-09-19 06:00:00,25.026000
linkoping,2018-09-19 05:45:00,21.493000
linkoping,2018-09-19 05:30:00,20.679000
linkoping,2018-09-19 05:15:00,21.846000
linkoping,2018-09-19 05:00:00,19.073000
linkoping,2018-09-19 04:45:00,16.926000
linkoping,2018-09-19 04:30:00,15.919000
linkoping,2018-09-19 04:15:00,16.212000
linkoping,2018-09-19 04:00:00,15.486000
linkoping,2018-09-19 03:45:00,15.053000
linkoping,2018-09-19 03:30:00,13.573000
linkoping,2018-09-19 03:15:00,14.239000
linkoping,2018-09-19 03:00:00,13.926000
linkoping,2018-09-19 02:45:00,13.539000
linkoping,2018-09-19 02:30:00,12.693000
linkoping,2018-09-19 02:15:00,13.606000
linkoping,2018-09-19 02:00:00,14.639000
linkoping,2018-09-19 01:45:00,15.899000
linkoping,2018-09-19 01:30:00,17.299000
linkoping,2018-09-19 01:15:00,18.006000
linkoping,2018-09-19 01:00:00,19.253000
linkoping,2018-09-19 00:45:00,20.159000
linkoping,2018-09-19 00:30:00,20.633000
linkoping,2018-09-19 00:15:00,19.759000
linkoping,2018-09-18 22:45:00,21.819000
linkoping,2018-09-18 22:30:00,22.126000
linkoping,2018-09-18 22:15:00,22.906000
linkoping,2018-09-18 22:00:00,24.119000
linkoping,2018-09-18 21:45:00,23.873000
linkoping,2018-09-18 21:30:00,22.573000
linkoping,2018-09-18 21:15:00,21.673000
linkoping,2018-09-18 21:00:00,21.186000
linkoping,2018-09-18 20:45:00,21.379000
linkoping,2018-09-18 20:30:00,19.213000
linkoping,2018-09-18 20:15:00,20.073000
linkoping,2018-09-18 20:00:00,20.346000
linkoping,2018-09-18 19:45:00,21.066000
linkoping,2018-09-18 19:30:00,20.793000
linkoping,2018-09-18 19:15:00,20.679000
linkoping,2018-09-18 19:00:00,21.973000
linkoping,2018-09-18 18:45:00,22.593000
linkoping,2018-09-18 18:30:00,23.186000
linkoping,2018-09-18 18:15:00,24.733000
linkoping,2018-09-18 18:00:00,28.373000
linkoping,2018-09-18 17:45:00,24.833000
linkoping,2018-09-18 17:30:00,23.759000
linkoping,2018-09-18 17:15:00,25.979000
linkoping,2018-09-18 17:00:00,28.259000
linkoping,2018-09-18 16:45:00,29.739000
linkoping,2018-09-18 16:30:00,27.306000
linkoping,2018-09-18 16:15:00,26.526000
linkoping,2018-09-18 16:00:00,23.413000
linkoping,2018-09-18 15:45:00,20.353000
linkoping,2018-09-18 15:30:00,21.146000
linkoping,2018-09-18 15:15:00,21.033000
linkoping,2018-09-18 15:00:00,20.633000
linkoping,2018-09-18 14:45:00,21.193000
linkoping,2018-09-18 14:30:00,21.079000
linkoping,2018-09-18 14:15:00,20.499000
linkoping,2018-09-18 14:00:00,20.973000
linkoping,2018-09-18 13:45:00,20.099000
linkoping,2018-09-18 13:30:00,20.713000
linkoping,2018-09-18 13:15:00,19.459000
linkoping,2018-09-18 13:00:00,18.779000
linkoping,2018-09-18 12:45:00,22.233000
linkoping,2018-09-18 12:30:00,21.279000
linkoping,2018-09-18 12:15:00,17.333000
linkoping,2018-09-18 12:00:00,15.939000
linkoping,2018-09-18 11:45:00,17.813000
linkoping,2018-09-18 11:30:00,16.473000
linkoping,2018-09-18 11:15:00,15.506000
linkoping,2018-09-18 11:00:00,17.306000
linkoping,2018-09-18 10:45:00,18.346000
linkoping,2018-09-18 10:30:00,16.919000
linkoping,2018-09-18 10:15:00,20.253000
linkoping,2018-09-18 10:00:00,19.039000
linkoping,2018-09-18 09:45:00,17.886000
linkoping,2018-09-18 09:30:00,17.133000
linkoping,2018-09-18 09:15:00,18.059000
linkoping,2018-09-18 09:00:00,20.999000
linkoping,2018-09-18 08:45:00,24.479000
linkoping,2018-09-18 08:30:00,15.273000
linkoping,2018-09-18 08:15:00,17.259000
linkoping,2018-09-18 08:00:00,17.313000
linkoping,2018-09-18 07:45:00,16.146000
linkoping,2018-09-18 07:30:00,16.359000
linkoping,2018-09-18 07:15:00,20.059000
linkoping,2018-09-18 07:00:00,24.319000
linkoping,2018-09-18 06:45:00,26.033000
linkoping,2018-09-18 06:30:00,29.153000
linkoping,2018-09-18 06:15:00,27.719000
linkoping,2018-09-18 06:00:00,27.986000
linkoping,2018-09-18 05:45:00,28.933000
linkoping,2018-09-18 05:30:00,27.166000
linkoping,2018-09-18 05:15:00,25.973000
linkoping,2018-09-18 05:00:00,23.473000
linkoping,2018-09-18 04:45:00,22.813000
linkoping,2018-09-18 04:30:00,20.959000
linkoping,2018-09-18 04:15:00,18.006000
linkoping,2018-09-18 04:00:00,14.913000
linkoping,2018-09-18 03:45:00,11.706000
linkoping,2018-09-18 03:30:00,10.199000
linkoping,2018-09-18 03:15:00,9.953000
linkoping,2018-09-18 03:00:00,10.299000
linkoping,2018-09-18 02:45:00,9.553000
linkoping,2018-09-18 02:30:00,9.633000
linkoping,2018-09-18 02:15:00,9.993000
linkoping,2018-09-18 02:00:00,10.759000
linkoping,2018-09-18 01:45:00,7.553000
linkoping,2018-09-18 01:30:00,9.599000
linkoping,2018-09-18 01:15:00,10.106000
linkoping,2018-09-18 01:00:00,9.119000
linkoping,2018-09-18 00:45:00,10.199000
linkoping,2018-09-18 00:30:00,10.253000
linkoping,2018-09-18 00:15:00,10.373000
linkoping,2018-09-17 22:45:00,10.813000
linkoping,2018-09-17 22:30:00,8.926000
linkoping,2018-09-17 22:15:00,9.386000
linkoping,2018-09-17 22:00:00,9.739000
linkoping,2018-09-17 21:45:00,10.406000
linkoping,2018-09-17 21:30:00,12.313000
linkoping,2018-09-17 21:15:00,11.473000
linkoping,2018-09-17 21:00:00,9.799000
linkoping,2018-09-17 20:45:00,10.446000
linkoping,2018-09-17 20:30:00,9.899000
linkoping,2018-09-17 20:15:00,10.039000
linkoping,2018-09-17 20:00:00,10.979000
linkoping,2018-09-17 19:45:00,14.886000
linkoping,2018-09-17 19:30:00,11.333000
linkoping,2018-09-17 19:15:00,10.113000
linkoping,2018-09-17 19:00:00,12.479000
linkoping,2018-09-17 18:45:00,12.259000
linkoping,2018-09-17 18:30:00,14.166000
linkoping,2018-09-17 18:15:00,15.046000
linkoping,2018-09-17 18:00:00,14.893000
linkoping,2018-09-17 17:45:00,16.133000
linkoping,2018-09-17 17:30:00,15.813000
linkoping,2018-09-17 17:15:00,15.793000
linkoping,2018-09-17 17:00:00,17.279000
linkoping,2018-09-17 16:45:00,15.613000
linkoping,2018-09-17 16:30:00,16.026000
linkoping,2018-09-17 16:15:00,16.386000
linkoping,2018-09-17 16:00:00,17.253000
linkoping,2018-09-17 15:45:00,17.359000
linkoping,2018-09-17 15:30:00,16.219000
linkoping,2018-09-17 15:15:00,17.179000
linkoping,2018-09-17 15:00:00,16.066000
linkoping,2018-09-17 14:45:00,17.213000
linkoping,2018-09-17 14:30:00,13.913000
linkoping,2018-09-17 14:15:00,15.333000
linkoping,2018-09-17 14:00:00,13.859000
linkoping,2018-09-17 13:45:00,11.779000
linkoping,2018-09-17 13:30:00,10.713000
linkoping,2018-09-17 13:15:00,13.486000
linkoping,2018-09-17 13:00:00,13.939000
linkoping,2018-09-17 12:45:00,13.226000
linkoping,2018-09-17 12:30:00,12.646000
linkoping,2018-09-17 12:15:00,10.846000
linkoping,2018-09-17 12:00:00,12.966000
linkoping,2018-09-17 11:45:00,11.966000
linkoping,2018-09-17 11:30:00,13.466000
linkoping,2018-09-17 11:15:00,15.793000
linkoping,2018-09-17 11:00:00,19.653000
linkoping,2018-09-17 10:45:00,14.386000
linkoping,2018-09-17 10:30:00,15.579000
linkoping,2018-09-17 10:15:00,16.299000
linkoping,2018-09-17 10:00:00,16.613000
linkoping,2018-09-17 09:45:00,17.066000
linkoping,2018-09-17 09:30:00,14.526000
linkoping,2018-09-17 09:15:00,15.706000
linkoping,2018-09-17 09:00:00,20.046000
linkoping,2018-09-17 08:45:00,21.139000
linkoping,2018-09-17 08:30:00,19.246000
linkoping,2018-09-17 08:15:00,22.126000
linkoping,2018-09-17 08:00:00,15.079000
linkoping,2018-09-17 07:45:00,11.819000
linkoping,2018-09-17 07:30:00,11.673000
linkoping,2018-09-17 07:15:00,12.033000
linkoping,2018-09-17 07:00:00,11.939000
linkoping,2018-09-17 06:45:00,10.893000
linkoping,2018-09-17 06:30:00,12.093000
linkoping,2018-09-17 06:15:00,12.026000
linkoping,2018-09-17 06:00:00,9.306000
linkoping,2018-09-17 05:45:00,9.313000
linkoping,2018-09-17 05:30:00,8.253000
linkoping,2018-09-17 05:15:00,7.206000
linkoping,2018-09-17 05:00:00,4.966000
linkoping,2018-09-17 04:45:00,5.233000
linkoping,2018-09-17 04:30:00,4.019000
linkoping,2018-09-17 04:15:00,4.656000
linkoping,2018-09-17 04:00:00,3.653000
linkoping,2018-09-17 03:45:00,3.399000
linkoping,2018-09-17 03:30:00,3.873000
linkoping,2018-09-17 03:15:00,3.219000
linkoping,2018-09-17 03:00:00,4.886000
linkoping,2018-09-17 02:45:00,5.233000
linkoping,2018-09-17 02:30:00,6.626000
linkoping,2018-09-17 02:15:00,6.706000
linkoping,2018-09-17 02:00:00,5.473000
linkoping,2018-09-17 01:45:00,5.493000
linkoping,2018-09-17 01:30:00,5.433000
linkoping,2018-09-17 01:15:00,6.506000
linkoping,2018-09-17 01:00:00,6.146000
linkoping,2018-09-17 00:45:00,6.819000
linkoping,2018-09-17 00:30:00,7.173000
linkoping,2018-09-17 00:15:00,6.233000
linkoping,2018-09-16 22:45:00,5.899000
linkoping,2018-09-16 22:30:00,6.593000
linkoping,2018-09-16 22:15:00,4.299000
linkoping,2018-09-16 22:00:00,3.866000
linkoping,2018-09-16 21:45:00,3.773000
linkoping,2018-09-16 21:30:00,5.119000
linkoping,2018-09-16 21:15:00,4.526000
linkoping,2018-09-16 21:00:00,4.146000
linkoping,2018-09-16 20:45:00,2.786000
linkoping,2018-09-16 20:30:00,3.806000
linkoping,2018-09-16 20:15:00,3.926000
linkoping,2018-09-16 20:00:00,3.193000
linkoping,2018-09-16 19:45:00,2.899000
linkoping,2018-09-16 19:30:00,4.773000
linkoping,2018-09-16 19:15:00,7.519000
linkoping,2018-09-16 19:00:00,7.486000
linkoping,2018-09-16 18:45:00,7.493000
linkoping,2018-09-16 18:30:00,7.559000
linkoping,2018-09-16 18:15:00,7.913000
linkoping,2018-09-16 18:00:00,7.519000
linkoping,2018-09-16 17:45:00,7.719000
linkoping,2018-09-16 17:30:00,9.406000
linkoping,2018-09-16 17:15:00,10.753000
linkoping,2018-09-16 17:00:00,15.539000
linkoping,2018-09-16 16:45:00,14.839000
linkoping,2018-09-16 16:30:00,15.906000
linkoping,2018-09-16 16:15:00,13.193000
linkoping,2018-09-16 16:00:00,10.539000
linkoping,2018-09-16 15:45:00,11.139000
linkoping,2018-09-16 15:30:00,11.579000
linkoping,2018-09-16 15:15:00,6.393000
linkoping,2018-09-16 15:00:00,6.866000
linkoping,2018-09-16 14:45:00,9.873000
linkoping,2018-09-16 14:30:00,9.193000
linkoping,2018-09-16 14:15:00,10.639000
linkoping,2018-09-16 14:00:00,12.039000
linkoping,2018-09-16 13:45:00,11.206000
linkoping,2018-09-16 13:30:00,12.673000
linkoping,2018-09-16 13:15:00,10.613000
linkoping,2018-09-16 13:00:00,10.206000
linkoping,2018-09-16 12:45:00,9.906000
linkoping,2018-09-16 12:30:00,9.199000
linkoping,2018-09-16 12:15:00,9.906000
linkoping,2018-09-16 12:00:00,13.419000
linkoping,2018-09-16 11:45:00,11.059000
linkoping,2018-09-16 11:30:00,10.213000
linkoping,2018-09-16 11:15:00,10.993000
linkoping,2018-09-16 11:00:00,9.679000
linkoping,2018-09-16 10:45:00,7.853000
linkoping,2018-09-16 10:30:00,8.859000
linkoping,2018-09-16 10:15:00,6.713000
linkoping,2018-09-16 10:00:00,8.079000
linkoping,2018-09-16 09:45:00,6.726000
linkoping,2018-09-16 09:30:00,7.446000
linkoping,2018-09-16 09:15:00,8.279000
linkoping,2018-09-16 09:00:00,9.166000
linkoping,2018-09-16 08:45:00,7.706000
linkoping,2018-09-16 08:30:00,7.586000
linkoping,2018-09-16 08:15:00,9.113000
linkoping,2018-09-16 08:00:00,11.466000
linkoping,2018-09-16 07:45:00,10.733000
linkoping,2018-09-16 07:30:00,10.493000
linkoping,2018-09-16 07:15:00,9.653000
linkoping,2018-09-16 07:00:00,8.619000
linkoping,2018-09-16 06:45:00,9.099000
linkoping,2018-09-16 06:30:00,7.339000
linkoping,2018-09-16 06:15:00,8.159000
linkoping,2018-09-16 06:00:00,8.919000
linkoping,2018-09-16 05:45:00,8.893000
linkoping,2018-09-16 05:30:00,8.293000
linkoping,2018-09-16 05:15:00,7.539000
linkoping,2018-09-16 05:00:00,6.353000
linkoping,2018-09-16 04:45:00,7.079000
linkoping,2018-09-16 04:30:00,7.913000
linkoping,2018-09-16 04:15:00,8.587000
linkoping,2018-09-16 04:00:00,7.299000
linkoping,2018-09-16 03:45:00,7.713000
linkoping,2018-09-16 03:30:00,7.826000
linkoping,2018-09-16 03:15:00,7.533000
linkoping,2018-09-16 03:00:00,7.473000
linkoping,2018-09-16 02:45:00,7.353000
linkoping,2018-09-16 02:30:00,7.953000
linkoping,2018-09-16 02:15:00,6.886000
linkoping,2018-09-16 02:00:00,7.599000
linkoping,2018-09-16 01:45:00,8.359000
linkoping,2018-09-16 01:30:00,9.079000
linkoping,2018-09-16 01:15:00,9.239000
linkoping,2018-09-16 01:00:00,9.446000
linkoping,2018-09-16 00:45:00,9.233000
linkoping,2018-09-16 00:30:00,8.686000
linkoping,2018-09-16 00:15:00,8.299000
linkoping,2018-09-15 22:45:00,7.866000
linkoping,2018-09-15 22:30:00,7.766000
linkoping,2018-09-15 22:15:00,8.813000
linkoping,2018-09-15 22:00:00,8.926000
linkoping,2018-09-15 21:45:00,9.479000
linkoping,2018-09-15 21:30:00,8.973000
linkoping,2018-09-15 21:15:00,8.713000
linkoping,2018-09-15 21:00:00,7.853000
linkoping,2018-09-15 20:45:00,7.193000
linkoping,2018-09-15 20:30:00,9.486000
linkoping,2018-09-15 20:15:00,7.979000
linkoping,2018-09-15 20:00:00,7.679000
linkoping,2018-09-15 19:45:00,7.679000
linkoping,2018-09-15 19:30:00,9.893000
linkoping,2018-09-15 19:15:00,9.466000
linkoping,2018-09-15 19:00:00,9.279000
linkoping,2018-09-15 18:45:00,9.259000
linkoping,2018-09-15 18:30:00,11.713000
linkoping,2018-09-15 18:15:00,12.206000
linkoping,2018-09-15 18:00:00,11.473000
linkoping,2018-09-15 17:45:00,10.326000
linkoping,2018-09-15 17:30:00,11.613000
linkoping,2018-09-15 17:15:00,11.686000
linkoping,2018-09-15 17:00:00,14.006000
linkoping,2018-09-15 16:45:00,12.319000
linkoping,2018-09-15 16:30:00,11.906000
linkoping,2018-09-15 16:15:00,9.599000
linkoping,2018-09-15 16:00:00,10.133000
linkoping,2018-09-15 15:45:00,8.633000
linkoping,2018-09-15 15:30:00,9.793000
linkoping,2018-09-15 15:15:00,9.639000
linkoping,2018-09-15 15:00:00,10.079000
linkoping,2018-09-15 14:45:00,11.413000
linkoping,2018-09-15 14:30:00,9.446000
linkoping,2018-09-15 14:15:00,9.953000
linkoping,2018-09-15 14:00:00,10.006000
linkoping,2018-09-15 13:45:00,11.739000
linkoping,2018-09-15 13:30:00,12.773000
linkoping,2018-09-15 13:15:00,13.653000
linkoping,2018-09-15 13:00:00,15.386000
linkoping,2018-09-15 12:45:00,15.599000
linkoping,2018-09-15 12:30:00,14.753000
linkoping,2018-09-15 12:15:00,12.859000
linkoping,2018-09-15 12:00:00,13.913000
linkoping,2018-09-15 11:45:00,15.153000
linkoping,2018-09-15 11:30:00,17.413000
linkoping,2018-09-15 11:15:00,13.339000
linkoping,2018-09-15 11:00:00,16.446000
linkoping,2018-09-15 10:45:00,13.986000
linkoping,2018-09-15 10:30:00,17.133000
linkoping,2018-09-15 10:15:00,15.379000
linkoping,2018-09-15 10:00:00,11.933000
linkoping,2018-09-15 09:45:00,11.066000
linkoping,2018-09-15 09:30:00,9.439000
linkoping,2018-09-15 09:15:00,9.139000
linkoping,2018-09-15 09:00:00,9.099000
linkoping,2018-09-15 08:45:00,14.113000
linkoping,2018-09-15 08:30:00,11.306000
linkoping,2018-09-15 08:15:00,14.126000
linkoping,2018-09-15 08:00:00,11.499000
linkoping,2018-09-15 07:45:00,9.386000
linkoping,2018-09-15 07:30:00,6.553000
linkoping,2018-09-15 07:15:00,6.633000
linkoping,2018-09-15 07:00:00,6.306000
linkoping,2018-09-15 06:45:00,5.533000
linkoping,2018-09-15 06:30:00,5.313000
linkoping,2018-09-15 06:15:00,5.713000
linkoping,2018-09-15 06:00:00,4.759000
linkoping,2018-09-15 05:45:00,5.626000
linkoping,2018-09-15 05:30:00,6.266000
linkoping,2018-09-15 05:15:00,4.879000
linkoping,2018-09-15 05:00:00,5.059000
linkoping,2018-09-15 04:45:00,4.786000
linkoping,2018-09-15 04:30:00,6.093000
linkoping,2018-09-15 04:15:00,5.956000
linkoping,2018-09-15 04:00:00,7.399000
linkoping,2018-09-15 03:45:00,6.999000
linkoping,2018-09-15 03:30:00,5.153000
linkoping,2018-09-15 03:15:00,7.253000
linkoping,2018-09-15 03:00:00,7.893000
linkoping,2018-09-15 02:45:00,7.999000
linkoping,2018-09-15 02:30:00,9.546000
linkoping,2018-09-15 02:15:00,7.353000
linkoping,2018-09-15 02:00:00,5.553000
linkoping,2018-09-15 01:45:00,5.813000
linkoping,2018-09-15 01:30:00,6.026000
linkoping,2018-09-15 01:15:00,6.739000
linkoping,2018-09-15 01:00:00,7.253000
linkoping,2018-09-15 00:45:00,7.213000
linkoping,2018-09-15 00:30:00,7.359000
linkoping,2018-09-15 00:15:00,7.086000
linkoping,2018-09-14 22:45:00,5.166000
linkoping,2018-09-14 22:30:00,6.133000
linkoping,2018-09-14 22:15:00,8.139000
linkoping,2018-09-14 22:00:00,8.793000
linkoping,2018-09-14 21:45:00,9.213000
linkoping,2018-09-14 21:30:00,11.219000
linkoping,2018-09-14 21:15:00,8.006000
linkoping,2018-09-14 21:00:00,10.326000
linkoping,2018-09-14 20:45:00,9.879000
linkoping,2018-09-14 20:30:00,11.173000
linkoping,2018-09-14 20:15:00,11.533000
linkoping,2018-09-14 20:00:00,10.039000
linkoping,2018-09-14 19:45:00,10.119000
linkoping,2018-09-14 19:30:00,10.633000
linkoping,2018-09-14 19:15:00,10.973000
linkoping,2018-09-14 19:00:00,10.539000
linkoping,2018-09-14 18:45:00,11.913000
linkoping,2018-09-14 18:30:00,9.573000
linkoping,2018-09-14 18:15:00,9.713000
linkoping,2018-09-14 18:00:00,12.313000
linkoping,2018-09-14 17:45:00,12.973000
linkoping,2018-09-14 17:30:00,12.459000
linkoping,2018-09-14 17:15:00,10.899000
linkoping,2018-09-14 17:00:00,13.773000
linkoping,2018-09-14 16:45:00,13.959000
linkoping,2018-09-14 16:30:00,13.586000
linkoping,2018-09-14 16:15:00,13.159000
linkoping,2018-09-14 16:00:00,13.779000
linkoping,2018-09-14 15:45:00,14.273000
linkoping,2018-09-14 15:30:00,17.226000
linkoping,2018-09-14 15:15:00,15.273000
linkoping,2018-09-14 15:00:00,13.066000
linkoping,2018-09-14 14:45:00,14.813000
linkoping,2018-09-14 14:30:00,18.006000
linkoping,2018-09-14 14:15:00,16.466000
linkoping,2018-09-14 14:00:00,15.966000
linkoping,2018-09-14 13:45:00,13.179000
linkoping,2018-09-14 13:30:00,20.313000
linkoping,2018-09-14 13:15:00,22.539000
linkoping,2018-09-14 13:00:00,25.719000
linkoping,2018-09-14 12:45:00,21.026000
linkoping,2018-09-14 12:30:00,19.019000
linkoping,2018-09-14 12:15:00,18.493000
linkoping,2018-09-14 12:00:00,17.086000
linkoping,2018-09-14 11:45:00,22.353000
linkoping,2018-09-14 11:30:00,19.913000
linkoping,2018-09-14 11:15:00,20.893000
linkoping,2018-09-14 11:00:00,22.673000
linkoping,2018-09-14 10:45:00,23.859000
linkoping,2018-09-14 10:30:00,21.599000
linkoping,2018-09-14 10:15:00,19.739000
linkoping,2018-09-14 10:00:00,21.219000
linkoping,2018-09-14 09:45:00,19.826000
linkoping,2018-09-14 09:30:00,18.286000
linkoping,2018-09-14 09:15:00,20.766000
linkoping,2018-09-14 09:00:00,19.406000
linkoping,2018-09-14 08:45:00,17.606000
linkoping,2018-09-14 08:30:00,16.479000
linkoping,2018-09-14 08:15:00,19.346000
linkoping,2018-09-14 08:00:00,17.686000
linkoping,2018-09-14 07:45:00,22.433000
linkoping,2018-09-14 07:30:00,25.559000
linkoping,2018-09-14 07:15:00,22.133000
linkoping,2018-09-14 07:00:00,25.366000
linkoping,2018-09-14 06:45:00,27.219000
linkoping,2018-09-14 06:30:00,34.306000
linkoping,2018-09-14 06:15:00,35.519000
linkoping,2018-09-14 06:00:00,34.846000
linkoping,2018-09-14 05:45:00,25.553000
linkoping,2018-09-14 05:30:00,22.253000
linkoping,2018-09-14 05:15:00,21.906000
linkoping,2018-09-14 05:00:00,18.986000
linkoping,2018-09-14 04:45:00,13.826000
linkoping,2018-09-14 04:30:00,12.666000
linkoping,2018-09-14 04:15:00,10.212000
linkoping,2018-09-14 04:00:00,9.373000
linkoping,2018-09-14 03:45:00,8.433000
linkoping,2018-09-14 03:30:00,8.359000
linkoping,2018-09-14 03:15:00,9.046000
linkoping,2018-09-14 03:00:00,7.639000
linkoping,2018-09-14 02:45:00,6.533000
linkoping,2018-09-14 02:30:00,5.713000
linkoping,2018-09-14 02:15:00,5.886000
linkoping,2018-09-14 02:00:00,5.553000
linkoping,2018-09-14 01:45:00,7.126000
linkoping,2018-09-14 01:30:00,7.333000
linkoping,2018-09-14 01:15:00,6.919000
linkoping,2018-09-14 01:00:00,6.399000
linkoping,2018-09-14 00:45:00,6.213000
linkoping,2018-09-14 00:30:00,6.626000
linkoping,2018-09-14 00:15:00,6.913000
linkoping,2018-09-13 22:45:00,7.939000
linkoping,2018-09-13 22:30:00,8.753000
linkoping,2018-09-13 22:15:00,10.399000
linkoping,2018-09-13 22:00:00,9.779000
linkoping,2018-09-13 21:45:00,8.906000
linkoping,2018-09-13 21:30:00,9.306000
linkoping,2018-09-13 21:15:00,9.759000
linkoping,2018-09-13 21:00:00,9.259000
linkoping,2018-09-13 20:45:00,9.626000
linkoping,2018-09-13 20:30:00,10.159000
linkoping,2018-09-13 20:15:00,10.033000
linkoping,2018-09-13 20:00:00,10.313000
linkoping,2018-09-13 19:45:00,11.459000
linkoping,2018-09-13 19:30:00,11.919000
linkoping,2018-09-13 19:15:00,12.333000
linkoping,2018-09-13 19:00:00,12.913000
linkoping,2018-09-13 18:45:00,15.439000
linkoping,2018-09-13 18:30:00,13.633000
linkoping,2018-09-13 18:15:00,14.819000
linkoping,2018-09-13 18:00:00,15.586000
linkoping,2018-09-13 17:45:00,17.273000
linkoping,2018-09-13 17:30:00,17.019000
linkoping,2018-09-13 17:15:00,14.733000
linkoping,2018-09-13 17:00:00,16.799000
linkoping,2018-09-13 16:45:00,16.339000
linkoping,2018-09-13 16:30:00,16.286000
linkoping,2018-09-13 16:15:00,17.693000
linkoping,2018-09-13 16:00:00,16.326000
linkoping,2018-09-13 15:45:00,15.059000
linkoping,2018-09-13 15:30:00,12.793000
linkoping,2018-09-13 15:15:00,11.826000
linkoping,2018-09-13 15:00:00,14.599000
linkoping,2018-09-13 14:45:00,17.733000
linkoping,2018-09-13 14:30:00,15.313000
linkoping,2018-09-13 14:15:00,17.153000
linkoping,2018-09-13 14:00:00,17.239000
linkoping,2018-09-13 13:45:00,14.419000
linkoping,2018-09-13 13:30:00,12.433000
linkoping,2018-09-13 13:15:00,12.466000
linkoping,2018-09-13 13:00:00,14.119000
linkoping,2018-09-13 12:45:00,15.606000
linkoping,2018-09-13 12:30:00,12.786000
linkoping,2018-09-13 12:15:00,14.166000
linkoping,2018-09-13 12:00:00,14.466000
linkoping,2018-09-13 11:45:00,13.253000
linkoping,2018-09-13 11:30:00,13.219000
linkoping,2018-09-13 11:15:00,13.766000
linkoping,2018-09-13 11:00:00,14.833000
linkoping,2018-09-13 10:45:00,14.153000
linkoping,2018-09-13 10:30:00,16.939000
linkoping,2018-09-13 10:15:00,19.853000
linkoping,2018-09-13 10:00:00,16.226000
linkoping,2018-09-13 09:45:00,14.759000
linkoping,2018-09-13 09:30:00,13.299000
linkoping,2018-09-13 09:15:00,11.326000
linkoping,2018-09-13 09:00:00,11.733000
linkoping,2018-09-13 08:45:00,14.393000
linkoping,2018-09-13 08:30:00,17.406000
